date,tid,ctype,cgender,category,paym,discapld,unitsold,ppu,totalsales,saleslevel
8/28/2023,NTC00619,Non-loyalty,M,Food & Drinks,Cash,No,6,5,30,Low
8/28/2023,NTC00620,Loyalty,M,Stationery & Office Supplies,Cash,No,1,50,50,Low
8/28/2023,NTC00621,Loyalty,F,Cyber services,Mobile Money,Yes,2,20,40,Low
8/28/2023,NTC00622,Non-loyalty,F,Cyber services,Cash,Yes,2,10,20,Low
8/28/2023,NTC00623,Loyalty,M,Cyber services,Mobile Money,Yes,22,5,110,High
8/28/2023,NTC00624,Non-loyalty,F,Cyber services,Mobile Money,No,13,10,130,High
8/28/2023,NTC00625,Non-loyalty,M,Stationery & Office Supplies,Cash,No,3,10,30,Low
8/28/2023,NTC00626,Non-loyalty,F,Online support services,Mobile Money,Yes,1,200,200,High
8/28/2023,NTC00627,Non-loyalty,M,Online support services,Mobile Money,No,1,50,50,Low
8/28/2023,NTC00628,Loyalty,F,Food & Drinks,Cash,Yes,4,50,200,High
8/28/2023,NTC00629,Loyalty,M,Food & Drinks,Cash,No,1,80,80,Low
8/28/2023,NTC00630,Loyalty,M,Mobile airtime top-up,Cash,Yes,1,20,20,Low
8/28/2023,NTC00631,Loyalty,M,Cyber services,Mobile Money,No,1,50,50,Low
8/29/2023,NTC00632,Loyalty,F,Stationery & Office Supplies,Mobile Money,Yes,1,10,10,Low
8/29/2023,NTC00633,Non-loyalty,M,Stationery & Office Supplies,Cash,Yes,1,10,10,Low
8/29/2023,NTC00634,Loyalty,M,Cyber services,Cash,Yes,3,10,30,Low
8/29/2023,NTC00635,Non-loyalty,F,Cyber services,Mobile Money,Yes,10,5,50,Low
8/29/2023,NTC00636,Loyalty,F,Cyber services,Mobile Money,Yes,2,10,20,Low
8/29/2023,NTC00637,Non-loyalty,M,Stationery & Office Supplies,Mobile Money,No,2,120,240,High
8/29/2023,NTC00638,Non-loyalty,M,Stationery & Office Supplies,Mobile Money,Yes,1,10,10,Low
8/29/2023,NTC00639,Non-loyalty,F,Food & Drinks,Cash,No,2,50,100,High
8/29/2023,NTC00640,Loyalty,F,Food & Drinks,Mobile Money,Yes,1,70,70,Low
8/29/2023,NTC00641,Loyalty,F,Stationery & Office Supplies,Mobile Money,Yes,1,40,40,Low
8/30/2023,NTC00642,Loyalty,F,Cyber services,Mobile Money,No,5,5,25,Low
8/30/2023,NTC00643,Loyalty,F,Cyber services,Mobile Money,No,5,10,50,Low
8/30/2023,NTC00644,Non-loyalty,M,Cyber services,Cash,No,29,10,290,High
8/30/2023,NTC00645,Loyalty,F,Cyber services,Cash,Yes,1,10,10,Low
8/30/2023,NTC00646,Loyalty,M,Mobile airtime top-up,Mobile Money,No,2,50,100,High
8/30/2023,NTC00647,Loyalty,M,Food & Drinks,Mobile Money,No,2,50,100,High
8/30/2023,NTC00648,Loyalty,M,Food & Drinks,Cash,No,1,80,80,Low
8/30/2023,NTC00649,Non-loyalty,F,Food & Drinks,Cash,Yes,4,5,20,Low
8/30/2023,NTC00650,Loyalty,M,Mobile airtime top-up,Mobile Money,No,2,20,40,Low
8/31/2023,NTC00651,Loyalty,M,Cyber services,Mobile Money,No,2,10,20,Low
8/31/2023,NTC00652,Loyalty,F,Food & Drinks,Cash,Yes,1,80,80,Low
8/31/2023,NTC00653,Loyalty,M,Stationery & Office Supplies,Cash,Yes,1,10,10,Low
8/31/2023,NTC00654,Loyalty,M,Cyber services,Cash,Yes,1,20,20,Low
9/1/2023,NTC00655,Loyalty,F,Cyber services,Cash,Yes,17,5,85,Low
9/1/2023,NTC00656,Loyalty,M,Cyber services,Cash,No,48,10,480,High
9/1/2023,NTC00657,Non-loyalty,M,Cyber services,Cash,No,1,80,80,Low
9/1/2023,NTC00658,Loyalty,M,Cyber services,Mobile Money,No,1,40,40,Low
9/1/2023,NTC00659,Loyalty,F,Cyber services,Cash,Yes,1,20,20,Low
9/1/2023,NTC00660,Loyalty,F,Cyber services,Cash,No,1,100,100,High
9/1/2023,NTC00661,Non-loyalty,F,Stationery & Office Supplies,Cash,No,2,10,20,Low
9/1/2023,NTC00662,Loyalty,M,Mobile airtime top-up,Cash,Yes,3,10,30,Low
9/1/2023,NTC00663,Loyalty,M,Food & Drinks,Mobile Money,Yes,2,50,100,High
9/1/2023,NTC00664,Loyalty,F,Mobile airtime top-up,Mobile Money,Yes,1,10,10,Low
9/1/2023,NTC00665,Non-loyalty,M,Online support services,Cash,No,1,450,450,High
9/1/2023,NTC00666,Loyalty,M,Food & Drinks,Mobile Money,Yes,1,30,30,Low
9/1/2023,NTC00667,Non-loyalty,F,Cyber services,Mobile Money,No,1,50,50,Low
9/1/2023,NTC00668,Loyalty,F,Cyber services,Mobile Money,No,2,20,40,Low
9/1/2023,NTC00669,Loyalty,M,Online support services,Mobile Money,Yes,30,5,150,High
9/1/2023,NTC00670,Loyalty,M,Stationery & Office Supplies,Mobile Money,Yes,1,50,50,Low
9/2/2023,NTC00671,Non-loyalty,M,Mobile airtime top-up,Mobile Money,No,1,50,50,Low
9/2/2023,NTC00672,Loyalty,F,Stationery & Office Supplies,Cash,Yes,1,5,5,Low
9/2/2023,NTC00673,Loyalty,F,Online support services,Cash,No,1,50,50,Low
9/2/2023,NTC00674,Loyalty,F,Cyber services,Cash,Yes,6,10,60,Low
9/2/2023,NTC00675,Non-loyalty,F,Stationery & Office Supplies,Cash,No,2,10,20,Low
9/2/2023,NTC00676,Non-loyalty,M,Cyber services,Cash,Yes,4,5,20,Low
9/2/2023,NTC00677,Loyalty,F,Online support services,Mobile Money,No,20,5,100,High
9/2/2023,NTC00678,Loyalty,F,Cyber services,Cash,No,2,50,100,High
9/2/2023,NTC00679,Loyalty,F,Cyber services,Cash,Yes,2,20,40,Low
9/2/2023,NTC00680,Loyalty,F,Cyber services,Mobile Money,No,1,10,10,Low
9/2/2023,NTC00681,Non-loyalty,F,Mobile airtime top-up,Mobile Money,No,1,10,10,Low
9/4/2023,NTC00682,Non-loyalty,M,Stationery & Office Supplies,Cash,No,3,10,30,Low
9/4/2023,NTC00683,Non-loyalty,M,Cyber services,Mobile Money,No,4,10,40,Low
9/4/2023,NTC00684,Loyalty,F,Cyber services,Mobile Money,Yes,4,50,200,High
9/4/2023,NTC00685,Non-loyalty,M,Cyber services,Mobile Money,Yes,54,5,270,High
9/4/2023,NTC00686,Loyalty,F,Cyber services,Mobile Money,No,20,10,200,High
9/4/2023,NTC00687,Loyalty,F,Mobile airtime top-up,Cash,Yes,2,20,40,Low
9/4/2023,NTC00688,Loyalty,M,Food & Drinks,Mobile Money,No,1,80,80,Low
9/4/2023,NTC00689,Loyalty,M,Food & Drinks,Cash,Yes,1,5,5,Low
9/4/2023,NTC00690,Loyalty,F,Food & Drinks,Cash,No,1,50,50,Low
9/4/2023,NTC00691,Loyalty,F,Mobile airtime top-up,Mobile Money,No,1,10,10,Low
9/4/2023,NTC00692,Non-loyalty,F,Cyber services,Mobile Money,Yes,2,20,40,Low
9/5/2023,NTC00693,Loyalty,M,Stationery & Office Supplies,Mobile Money,No,1,50,50,Low
9/5/2023,NTC00694,Non-loyalty,F,Mobile Accessories,Cash,Yes,1,180,180,High
9/5/2023,NTC00695,Non-loyalty,F,Mobile Accessories,Mobile Money,Yes,1,180,180,High
9/5/2023,NTC00696,Loyalty,F,Cyber services,Mobile Money,No,3,10,30,Low
9/5/2023,NTC00697,Loyalty,M,Mobile airtime top-up,Mobile Money,No,1,20,20,Low
9/5/2023,NTC00698,Loyalty,F,Stationery & Office Supplies,Mobile Money,Yes,1,10,10,Low
9/5/2023,NTC00699,Loyalty,F,Cyber services,Mobile Money,No,2,20,40,Low
9/5/2023,NTC00700,Loyalty,M,Cyber services,Cash,Yes,2,50,100,High
9/5/2023,NTC00701,Loyalty,F,Stationery & Office Supplies,Mobile Money,Yes,1,10,10,Low
9/5/2023,NTC00702,Non-loyalty,F,Cyber services,Mobile Money,Yes,3,5,15,Low
9/5/2023,NTC00703,Loyalty,M,Cyber services,Mobile Money,No,1,30,30,Low
9/5/2023,NTC00704,Non-loyalty,F,Mobile Accessories,Cash,No,1,150,150,High
9/5/2023,NTC00705,Non-loyalty,M,Food & Drinks,Mobile Money,No,1,70,70,Low
9/5/2023,NTC00706,Non-loyalty,M,Food & Drinks,Cash,No,1,30,30,Low
9/5/2023,NTC00707,Loyalty,F,Food & Drinks,Cash,No,1,70,70,Low
9/5/2023,NTC00708,Loyalty,F,Mobile airtime top-up,Mobile Money,Yes,1,20,20,Low
9/6/2023,NTC00709,Non-loyalty,F,Stationery & Office Supplies,Mobile Money,No,1,30,30,Low
9/6/2023,NTC00710,Loyalty,F,Stationery & Office Supplies,Mobile Money,Yes,1,40,40,Low
9/6/2023,NTC00711,Loyalty,M,Cyber services,Cash,No,13,10,130,High
9/6/2023,NTC00712,Loyalty,F,Cyber services,Cash,Yes,19,5,95,High
9/6/2023,NTC00713,Non-loyalty,M,Cyber services,Cash,Yes,4,10,40,Low
9/6/2023,NTC00714,Loyalty,F,Online support services,Cash,Yes,1,100,100,High
9/6/2023,NTC00715,Non-loyalty,F,Cyber services,Cash,No,5,50,250,High
9/6/2023,NTC00716,Non-loyalty,F,Stationery & Office Supplies,Cash,Yes,2,10,20,Low
9/6/2023,NTC00717,Loyalty,M,Food & Drinks,Mobile Money,No,1,50,50,Low
9/6/2023,NTC00718,Loyalty,F,Stationery & Office Supplies,Mobile Money,Yes,1,10,10,Low
9/6/2023,NTC00719,Loyalty,F,Cyber services,Cash,No,1,50,50,Low
9/6/2023,NTC00720,Loyalty,F,Mobile airtime top-up,Mobile Money,Yes,1,20,20,Low
9/6/2023,NTC00721,Non-loyalty,F,Cyber services,Mobile Money,Yes,3,20,60,Low
9/6/2023,NTC00722,Non-loyalty,M,Food & Drinks,Cash,Yes,4,5,20,Low
9/6/2023,NTC00723,Non-loyalty,F,Food & Drinks,Cash,Yes,1,180,180,High
9/6/2023,NTC00724,Non-loyalty,M,Stationery & Office Supplies,Mobile Money,Yes,2,50,100,High
9/7/2023,NTC00725,Loyalty,M,Stationery & Office Supplies,Cash,No,1,10,10,Low
9/7/2023,NTC00726,Loyalty,M,Cyber services,Cash,Yes,4,10,40,Low
9/7/2023,NTC00727,Loyalty,M,Stationery & Office Supplies,Mobile Money,Yes,6,10,60,Low
9/7/2023,NTC00728,Non-loyalty,M,Cyber services,Cash,Yes,41,5,205,High
9/7/2023,NTC00729,Non-loyalty,M,Cyber services,Mobile Money,Yes,5,10,50,Low
9/7/2023,NTC00730,Non-loyalty,F,Cyber services,Mobile Money,No,2,50,100,High
9/7/2023,NTC00731,Loyalty,M,Stationery & Office Supplies,Mobile Money,No,1,10,10,Low
9/7/2023,NTC00732,Non-loyalty,M,Mobile airtime top-up,Mobile Money,Yes,3,20,60,Low
9/7/2023,NTC00733,Loyalty,M,Mobile airtime top-up,Mobile Money,No,1,10,10,Low
9/7/2023,NTC00734,Loyalty,F,Food & Drinks,Cash,Yes,1,5,5,Low
9/7/2023,NTC00735,Non-loyalty,F,Cyber services,Cash,No,1,20,20,Low
9/7/2023,NTC00736,Loyalty,M,Stationery & Office Supplies,Cash,Yes,1,10,10,Low
9/7/2023,NTC00737,Loyalty,F,Stationery & Office Supplies,Cash,No,1,30,30,Low
9/7/2023,NTC00738,Loyalty,M,Cyber services,Mobile Money,No,3,20,60,Low
9/8/2023,NTC00739,Non-loyalty,M,Mobile airtime top-up,Mobile Money,Yes,1,20,20,Low
9/8/2023,NTC00740,Non-loyalty,F,Cyber services,Cash,No,18,5,90,High
9/8/2023,NTC00741,Loyalty,M,Stationery & Office Supplies,Mobile Money,Yes,2,5,10,Low
9/8/2023,NTC00742,Loyalty,F,Mobile Accessories,Cash,No,1,500,500,High
9/8/2023,NTC00743,Loyalty,F,Online support services,Cash,Yes,1,200,200,High
9/8/2023,NTC00744,Non-loyalty,M,Stationery & Office Supplies,Cash,No,1,80,80,Low
9/8/2023,NTC00745,Loyalty,M,Cyber services,Mobile Money,No,2,20,40,Low
9/8/2023,NTC00746,Loyalty,F,Stationery & Office Supplies,Mobile Money,Yes,1,10,10,Low
9/8/2023,NTC00747,Loyalty,M,Cyber services,Mobile Money,Yes,2,10,20,Low
9/8/2023,NTC00748,Non-loyalty,M,Cyber services,Mobile Money,Yes,1,50,50,Low
9/8/2023,NTC00749,Loyalty,M,Cyber services,Cash,No,1,20,20,Low
9/8/2023,NTC00750,Loyalty,F,Mobile airtime top-up,Mobile Money,No,1,50,50,Low
9/8/2023,NTC00751,Non-loyalty,F,Mobile airtime top-up,Mobile Money,No,3,50,150,High
9/8/2023,NTC00752,Loyalty,M,Mobile airtime top-up,Mobile Money,No,1,100,100,High
9/8/2023,NTC00753,Loyalty,F,Mobile airtime top-up,Cash,Yes,1,50,50,Low
9/8/2023,NTC00754,Loyalty,F,Mobile airtime top-up,Cash,Yes,1,10,10,Low
9/8/2023,NTC00755,Loyalty,F,Mobile airtime top-up,Mobile Money,No,2,20,40,Low
9/8/2023,NTC00756,Non-loyalty,F,Food & Drinks,Mobile Money,No,1,80,80,Low
9/8/2023,NTC00757,Non-loyalty,F,Food & Drinks,Mobile Money,No,1,30,30,Low
9/11/2023,NTC00758,Non-loyalty,M,Food & Drinks,Mobile Money,No,1,5,5,Low
9/11/2023,NTC00759,Loyalty,M,Stationery & Office Supplies,Cash,No,1,50,50,Low
9/11/2023,NTC00760,Loyalty,M,Mobile airtime top-up,Mobile Money,No,2,20,40,Low
9/11/2023,NTC00761,Non-loyalty,F,Online support services,Mobile Money,No,1,100,100,High
9/11/2023,NTC00762,Loyalty,F,Cyber services,Mobile Money,No,19,5,95,High
9/11/2023,NTC00763,Non-loyalty,M,Food & Drinks,Cash,No,1,70,70,Low
9/11/2023,NTC00764,Loyalty,F,Mobile airtime top-up,Cash,No,1,100,100,High
9/11/2023,NTC00765,Loyalty,M,Food & Drinks,Mobile Money,No,1,50,50,Low
9/11/2023,NTC00766,Loyalty,M,Mobile airtime top-up,Mobile Money,Yes,1,100,100,High
9/11/2023,NTC00767,Non-loyalty,M,Stationery & Office Supplies,Mobile Money,No,2,30,60,Low
9/11/2023,NTC00768,Loyalty,F,Stationery & Office Supplies,Mobile Money,Yes,1,50,50,Low
9/12/2023,NTC00769,Loyalty,F,Stationery & Office Supplies,Mobile Money,Yes,1,50,50,Low
9/12/2023,NTC00770,Loyalty,M,Stationery & Office Supplies,Cash,Yes,2,10,20,Low
9/12/2023,NTC00771,Loyalty,M,Cyber services,Cash,No,26,10,260,High
9/12/2023,NTC00772,Loyalty,M,Cyber services,Cash,No,9,10,90,High
9/12/2023,NTC00773,Loyalty,M,Cyber services,Mobile Money,Yes,1,10,10,Low
9/12/2023,NTC00774,Loyalty,F,Mobile airtime top-up,Cash,Yes,1,20,20,Low
9/12/2023,NTC00775,Loyalty,F,Mobile airtime top-up,Cash,Yes,1,10,10,Low
9/12/2023,NTC00776,Loyalty,M,Mobile airtime top-up,Cash,No,1,20,20,Low
9/12/2023,NTC00777,Loyalty,M,Food & Drinks,Mobile Money,Yes,1,70,70,Low
9/12/2023,NTC00778,Non-loyalty,F,Food & Drinks,Mobile Money,Yes,2,5,10,Low
9/12/2023,NTC00779,Loyalty,F,Online support services,Cash,No,1,300,300,High
9/12/2023,NTC00780,Loyalty,M,Stationery & Office Supplies,Mobile Money,Yes,8,3,24,Low
9/12/2023,NTC00781,Non-loyalty,M,Food & Drinks,Cash,No,1,30,30,Low
9/13/2023,NTC00782,Loyalty,M,Mobile Accessories,Cash,No,1,200,200,High
9/13/2023,NTC00783,Loyalty,F,Mobile Accessories,Cash,No,1,220,220,High
9/13/2023,NTC00784,Non-loyalty,F,Stationery & Office Supplies,Cash,No,1,30,30,Low
9/13/2023,NTC00785,Loyalty,F,Stationery & Office Supplies,Mobile Money,Yes,3,10,30,Low
9/13/2023,NTC00786,Loyalty,M,Food & Drinks,Mobile Money,Yes,3,50,150,High
9/13/2023,NTC00787,Loyalty,M,Stationery & Office Supplies,Mobile Money,Yes,2,10,20,Low
9/13/2023,NTC00788,Loyalty,F,Food & Drinks,Mobile Money,No,1,70,70,Low
9/13/2023,NTC00789,Loyalty,F,Mobile airtime top-up,Cash,No,2,50,100,High
9/13/2023,NTC00790,Non-loyalty,M,Cyber services,Mobile Money,No,3,10,30,Low
9/13/2023,NTC00791,Non-loyalty,F,Cyber services,Cash,No,9,5,45,Low
9/13/2023,NTC00792,Loyalty,F,Cyber services,Mobile Money,Yes,1,10,10,Low
9/13/2023,NTC00793,Loyalty,M,Online support services,Mobile Money,No,1,600,600,High
9/14/2023,NTC00794,Loyalty,F,Mobile airtime top-up,Mobile Money,No,4,10,40,Low
9/14/2023,NTC00795,Non-loyalty,M,Cyber services,Cash,No,4,10,40,Low
9/14/2023,NTC00796,Loyalty,M,Cyber services,Cash,No,6,5,30,Low
9/14/2023,NTC00797,Loyalty,M,Stationery & Office Supplies,Cash,Yes,1,10,10,Low
9/14/2023,NTC00798,Non-loyalty,M,Stationery & Office Supplies,Cash,No,8,20,160,High
9/14/2023,NTC00799,Non-loyalty,M,Food & Drinks,Mobile Money,No,1,80,80,Low
9/14/2023,NTC00800,Non-loyalty,M,Cyber services,Cash,No,1,30,30,Low
9/14/2023,NTC00801,Non-loyalty,M,Mobile airtime top-up,Cash,No,2,20,40,Low
9/14/2023,NTC00802,Non-loyalty,F,Cyber services,Mobile Money,Yes,5,10,50,Low
9/14/2023,NTC00803,Loyalty,M,Food & Drinks,Mobile Money,Yes,3,5,15,Low
9/14/2023,NTC00804,Non-loyalty,M,Food & Drinks,Cash,Yes,1,180,180,High
9/14/2023,NTC00805,Loyalty,F,Stationery & Office Supplies,Mobile Money,Yes,1,120,120,High
9/15/2023,NTC00806,Loyalty,F,Mobile Accessories,Cash,No,1,200,200,High
9/15/2023,NTC00807,Non-loyalty,F,Cyber services,Mobile Money,Yes,8,5,40,Low
9/15/2023,NTC00808,Non-loyalty,M,Mobile airtime top-up,Cash,Yes,1,50,50,Low
9/15/2023,NTC00809,Loyalty,F,Food & Drinks,Cash,No,1,70,70,Low
9/15/2023,NTC00810,Non-loyalty,M,Food & Drinks,Cash,No,1,50,50,Low
9/15/2023,NTC00811,Non-loyalty,M,Food & Drinks,Cash,No,2,50,100,High
9/15/2023,NTC00812,Non-loyalty,M,Online support services,Cash,Yes,1,50,50,Low
9/15/2023,NTC00813,Loyalty,M,Stationery & Office Supplies,Mobile Money,No,1,10,10,Low
9/15/2023,NTC00814,Loyalty,F,Food & Drinks,Cash,Yes,3,5,15,Low
9/18/2023,NTC00815,Loyalty,F,Stationery & Office Supplies,Cash,No,1,40,40,Low
9/18/2023,NTC00816,Non-loyalty,M,Cyber services,Cash,Yes,10,10,100,High
9/18/2023,NTC00817,Loyalty,M,Stationery & Office Supplies,Cash,No,2,10,20,Low
9/18/2023,NTC00818,Non-loyalty,M,Cyber services,Cash,No,6,5,30,Low
9/18/2023,NTC00819,Loyalty,F,Stationery & Office Supplies,Mobile Money,No,1,120,120,High
9/18/2023,NTC00820,Non-loyalty,M,Stationery & Office Supplies,Mobile Money,Yes,2,10,20,Low
9/18/2023,NTC00821,Loyalty,M,Stationery & Office Supplies,Cash,Yes,1,40,40,Low
9/18/2023,NTC00822,Loyalty,F,Stationery & Office Supplies,Mobile Money,No,1,55,55,Low
9/18/2023,NTC00823,Loyalty,F,Stationery & Office Supplies,Cash,No,1,65,65,Low
9/18/2023,NTC00824,Loyalty,M,Cyber services,Mobile Money,Yes,3,10,30,Low
9/18/2023,NTC00825,Loyalty,F,Cyber services,Mobile Money,Yes,2,500,1000,High
9/18/2023,NTC00826,Loyalty,F,Stationery & Office Supplies,Cash,Yes,3,25,75,Low
9/18/2023,NTC00827,Non-loyalty,M,Stationery & Office Supplies,Mobile Money,No,1,5,5,Low
9/18/2023,NTC00828,Loyalty,F,Stationery & Office Supplies,Mobile Money,Yes,2,10,20,Low
9/18/2023,NTC00829,Non-loyalty,M,Mobile airtime top-up,Cash,Yes,1,50,50,Low
9/18/2023,NTC00830,Non-loyalty,F,Food & Drinks,Cash,No,3,5,15,Low
9/18/2023,NTC00831,Loyalty,M,Food & Drinks,Mobile Money,Yes,1,30,30,Low
9/18/2023,NTC00832,Loyalty,M,Mobile airtime top-up,Mobile Money,No,4,10,40,Low
9/18/2023,NTC00833,Loyalty,M,Cyber services,Mobile Money,No,1,80,80,Low
9/19/2023,NTC00834,Non-loyalty,F,Stationery & Office Supplies,Cash,No,1,55,55,Low
9/19/2023,NTC00835,Non-loyalty,M,Stationery & Office Supplies,Mobile Money,No,1,10,10,Low
9/19/2023,NTC00836,Loyalty,F,Stationery & Office Supplies,Mobile Money,Yes,1,30,30,Low
9/19/2023,NTC00837,Loyalty,M,Food & Drinks,Mobile Money,Yes,1,70,70,Low
9/19/2023,NTC00838,Loyalty,M,Stationery & Office Supplies,Cash,No,2,75,150,High
9/19/2023,NTC00839,Non-loyalty,F,Mobile Accessories,Cash,No,1,450,450,High
9/19/2023,NTC00840,Non-loyalty,M,Stationery & Office Supplies,Cash,No,14,5,70,Low
9/19/2023,NTC00841,Loyalty,M,Cyber services,Cash,No,3,10,30,Low
9/19/2023,NTC00842,Loyalty,F,Stationery & Office Supplies,Mobile Money,No,1,5,5,Low
9/19/2023,NTC00843,Non-loyalty,M,Stationery & Office Supplies,Cash,Yes,1,30,30,Low
9/20/2023,NTC00844,Loyalty,M,Cyber services,Mobile Money,Yes,3,20,60,Low
9/20/2023,NTC00845,Non-loyalty,M,Cyber services,Mobile Money,No,4,10,40,Low
9/20/2023,NTC00846,Loyalty,M,Stationery & Office Supplies,Mobile Money,No,2,25,50,Low
9/20/2023,NTC00847,Loyalty,F,Stationery & Office Supplies,Mobile Money,No,4,75,300,High
9/20/2023,NTC00848,Non-loyalty,F,Stationery & Office Supplies,Cash,Yes,1,80,80,Low
9/20/2023,NTC00849,Loyalty,M,Stationery & Office Supplies,Cash,Yes,1,55,55,Low
9/20/2023,NTC00850,Non-loyalty,F,Food & Drinks,Cash,No,2,50,100,High
9/20/2023,NTC00851,Loyalty,M,Mobile Accessories,Cash,No,1,200,200,High
9/20/2023,NTC00852,Loyalty,F,Cyber services,Cash,Yes,1,50,50,Low
9/20/2023,NTC00853,Loyalty,M,Online support services,Mobile Money,No,1,50,50,Low
9/20/2023,NTC00854,Loyalty,M,Cyber services,Cash,No,1,50,50,Low
9/20/2023,NTC00855,Non-loyalty,M,Cyber services,Cash,Yes,56,5,280,High
9/20/2023,NTC00856,Loyalty,M,Stationery & Office Supplies,Cash,No,1,30,30,Low
9/20/2023,NTC00857,Loyalty,M,Stationery & Office Supplies,Cash,Yes,1,10,10,Low
9/20/2023,NTC00858,Loyalty,M,Mobile airtime top-up,Mobile Money,No,1,10,10,Low
9/21/2023,NTC00859,Loyalty,F,Mobile airtime top-up,Mobile Money,Yes,1,20,20,Low
9/21/2023,NTC00860,Loyalty,M,Mobile airtime top-up,Mobile Money,Yes,1,50,50,Low
9/21/2023,NTC00861,Non-loyalty,F,Cyber services,Mobile Money,Yes,1,10,10,Low
9/21/2023,NTC00862,Loyalty,M,Cyber services,Mobile Money,Yes,2,50,100,High
9/21/2023,NTC00863,Loyalty,F,Cyber services,Cash,No,3,5,15,Low
9/22/2023,NTC00864,Loyalty,F,Cyber services,Mobile Money,No,1,30,30,Low
9/22/2023,NTC00865,Loyalty,F,Cyber services,Mobile Money,Yes,6,5,30,Low
9/22/2023,NTC00866,Loyalty,M,Stationery & Office Supplies,Mobile Money,No,1,10,10,Low
9/22/2023,NTC00867,Loyalty,M,Mobile airtime top-up,Cash,Yes,1,50,50,Low
9/22/2023,NTC00868,Loyalty,F,Mobile airtime top-up,Cash,Yes,1,20,20,Low
9/22/2023,NTC00869,Non-loyalty,M,Stationery & Office Supplies,Mobile Money,No,37,5,185,High
9/22/2023,NTC00870,Non-loyalty,F,Mobile airtime top-up,Cash,Yes,1,50,50,Low
9/22/2023,NTC00871,Non-loyalty,M,Stationery & Office Supplies,Cash,No,6,25,150,High
9/22/2023,NTC00872,Non-loyalty,F,Stationery & Office Supplies,Mobile Money,No,1,5,5,Low
9/22/2023,NTC00873,Non-loyalty,F,Mobile airtime top-up,Cash,Yes,2,10,20,Low
9/22/2023,NTC00874,Loyalty,M,Cyber services,Cash,Yes,1,500,500,High
9/22/2023,NTC00875,Loyalty,F,Cyber services,Cash,No,1,150,150,High
9/22/2023,NTC00876,Loyalty,M,Food & Drinks,Mobile Money,Yes,4,5,20,Low
9/22/2023,NTC00877,Loyalty,F,Food & Drinks,Mobile Money,Yes,1,80,80,Low
9/22/2023,NTC00878,Loyalty,F,Stationery & Office Supplies,Mobile Money,No,1,50,50,Low
9/22/2023,NTC00879,Non-loyalty,M,Food & Drinks,Cash,No,1,70,70,Low
9/22/2023,NTC00880,Loyalty,M,Online support services,Mobile Money,Yes,1,670,670,High
9/25/2023,NTC00881,Non-loyalty,M,Stationery & Office Supplies,Cash,No,1,10,10,Low
9/23/2023,NTC00882,Loyalty,F,Stationery & Office Supplies,Cash,Yes,1,10,10,Low
9/23/2023,NTC00883,Loyalty,M,Cyber services,Cash,Yes,9,10,90,High
9/23/2023,NTC00884,Loyalty,F,Mobile airtime top-up,Mobile Money,Yes,1,20,20,Low
9/25/2023,NTC00885,Loyalty,F,Stationery & Office Supplies,Mobile Money,No,2,10,20,Low
9/25/2023,NTC00886,Loyalty,M,Stationery & Office Supplies,Mobile Money,Yes,1,30,30,Low
9/25/2023,NTC00887,Loyalty,M,Stationery & Office Supplies,Mobile Money,No,2,120,240,High
9/25/2023,NTC00888,Non-loyalty,F,Cyber services,Cash,No,181,5,905,High
9/25/2023,NTC00889,Non-loyalty,F,Cyber services,Mobile Money,Yes,5,10,50,Low
9/25/2025,NTC00890,Non-loyalty,M,Cyber services,Cash,Yes,1,20,20,Low
9/25/2023,NTC00891,Non-loyalty,M,Cyber services,Mobile Money,Yes,3,50,150,High
9/25/2023,NTC00892,Loyalty,M,Mobile airtime top-up,Mobile Money,No,1,10,10,Low
9/26/2023,NTC00893,Loyalty,M,Cyber services,Mobile Money,No,25,5,125,High
9/26/2023,NTC00894,Loyalty,M,Food & Drinks,Cash,Yes,4,5,20,Low
9/26/2023,NTC00895,Non-loyalty,F,Mobile Accessories,Cash,No,1,300,300,High
9/26/2023,NTC00896,Loyalty,F,Mobile airtime top-up,Cash,Yes,1,50,50,Low
9/26/2023,NTC00897,Loyalty,F,Food & Drinks,Cash,Yes,1,50,50,Low
9/26/2023,NTC00898,Loyalty,F,Food & Drinks,Cash,No,1,80,80,Low
9/26/2023,NTC00899,Loyalty,M,Stationery & Office Supplies,Mobile Money,Yes,3,25,75,Low
9/27/2023,NTC00900,Loyalty,M,Stationery & Office Supplies,Cash,No,1,50,50,Low
9/27/2023,NTC00901,Loyalty,M,Stationery & Office Supplies,Cash,Yes,4,25,100,High
9/27/2023,NTC00902,Loyalty,F,Cyber services,Cash,No,4,10,40,Low
9/27/2023,NTC00903,Non-loyalty,F,Cyber services,Cash,Yes,58,5,290,High
9/27/2023,NTC00904,Loyalty,M,Cyber services,Mobile Money,Yes,1,10,10,Low
9/27/2023,NTC00905,Non-loyalty,M,Cyber services,Cash,No,50,10,500,High
9/27/2023,NTC00906,Non-loyalty,F,Cyber services,Mobile Money,Yes,2,20,40,Low
9/27/2023,NTC00907,Non-loyalty,F,Cyber services,Mobile Money,Yes,2,80,160,High
9/27/2023,NTC00908,Loyalty,M,Food & Drinks,Mobile Money,No,2,5,10,Low
9/27/2023,NTC00909,Loyalty,M,Cyber services,Cash,Yes,1,50,50,Low
9/27/2023,NTC00910,Loyalty,F,Stationery & Office Supplies,Mobile Money,Yes,12,3,36,Low
